"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08"
"Androscoggin","ME","Lewiston, ME","23","001",541,164000,159900,159900,159000,164250,165000,160500,164450,160000,159900,159900,154000,150000,153367.5,155000,153000,150000,150000,150000,154000,154250,150000,150000,149900,149900,145000,149900,150000,149900,149900,149000,149250,149000,144300,141000,143367.5,140000,140000,145000,148800,148500,148500,147000,145000,143000,139900,137499,138000,139900,135375,142500,145000,149900,152750,153000,155950,155000,151900,149900,145000,140000,140000,140000,140000,149900,150000,152000,154900,154900,156250,155000,155000,159900,151200,159499,164900,159900,159900,159900,162450,159900,159900,155000,150000,153166.5,159500,170000,170000,175000,174900,174000,169999,169900,175000,174999.5,179997.5,179000,171000,175000,185000,175000,176500,175000,175000
"Douglas","OR","Roseburg, OR","41","019",542,210000,210000,209900,206450,199900,199900,199900,199000,199000,199000,198000,194876,189700,185000,185000,185000,189000,193000,189900,189000,187000,180000,164400,146500,149000,149999.5,150000,149999.5,157900,157900,159000,169888,169000,169999.5,174900,169900,169000,169900,172900,178500,179000,179900,184500,180000,185000,188250,184500,179900,180000,184500,180000,189900,179900,181000,189000,188500,189000,179900,179900,179900,179900,187000,189900,189900,192750,192000,187950,189000,189000,189500,185000,181125,184900,184950,189000,199900,205000,215000,219250,219900,215900,209900,209900,199900,199900,195750,205000,212450,220000,222499.5,224950,219900,220000,219900,225000,229900,230000,233700,234900,239000,239900,249000,249900,248950
"Sumter","SC","Sumter, SC","45","085",543,130203,133500,134900,134900,134691,131500,119900,127900,127000,127928,128500,124968.5,125000,129000,129500,129900,129900,129900,129900,129500,129500,129900,129900,134181,137940,133387.5,135000,135900,133350,135000,134800,138667.5,131000,131900,135000,134387,132500,131900,134700,135369,134250,132950,131500,130000,130000,133200,131500,131000,132607.5,135000,135000,135000,139900,140000,139900,134942,135000,133000,130000,130000,130000,129900,129900,134900,137000,137900,137500,134900,130000,130000,137000,134900,135000,135000,137500,139500,138438,137700,138900,136900,132000,134900,148900,147500,145000,145900,147000,149500,151000,154900,155000,153900,154900,149900,147250,149900,149950,149000,147900,153500,153000,157950,163900,160000
"Navajo","AZ","Show Low, AZ","04","017",544,225000,225000,224900,225000,222450,219900,217300,215000,217550,215000,209000,199000,189900,179900,185000,189000,189900,189900,190000,190000,190000,179900,175000,169900,169750,169000,169900,170100,179900,184900,184900,179900,180000,179000,175000,169900,171250,169000,169000,179900,189900,189900,194900,194900,189900,189900,191950,195000,195000,194900,202450,215000,224950,195500,189900,198000,199500,198500,205000,205000,208000,210000,225000,229000,237900,239900,249000,241500,239900,244850,235900,230000,229900,229000,225000,229900,239900,241950,239000,237500,239000,239838.5,239800,234900,229000,231000,235750,247500,249884,251000,253000,255000,256000,257250,259000,259500,249000,245900,249650,259000,264900,264950,261000,265000
"Brunswick","NC","Conway, SC","37","019",545,279932.5,275000,275000,269900,267000,259900,259000,259900,249600,245000,249000,242750,239900,239900,239900,244900,239900,234900,225015,225000,225000,225000,219900,214900,210950,209900,210000,205000,209900,209900,209900,205900,207000,199900,2e+05,207450,209000,219000,225000,230000,234900,238877.5,239000,239000,246220,249000,249800,247662.5,242250,249967.5,260000,250000,255000,249900,250000,254495,269000,254500,255770,250000,255000,250000,250000,251785,255280,255000,252900,259900,259000,259900,260000,258950,248000,247250,259000,262000,268000,269000,269000,269900,269250,269890,269900,269000,259900,257900,259900,273400,275000,275000,279900,279995,286200,285000,284525,289000,285000,284825,289900,302000,309900,315000,307000,307500
"Ascension","LA","Baton Rouge, LA","22","005",546,230000,225000,224400,225000,227900,225000,225450,225900,221900,221900,219900,208450,2e+05,2e+05,204900,203995,205900,202990,205000,2e+05,202450,195000,185000,185000,188900,189000,185000,186250,189900,192700,190650,189900,195000,196200,2e+05,209900,208900,207450,207900,210900,209900,213900,213900,214900,213900,206950,199900,199900,198700,201000,208750,213900,209900,214900,214200,214200,214950,210000,214400,210000,207900,214400,214400,214050,214800,217000,217846.5,217000,221900,223096,232000,233900,231950,245000,239900,236250,251400,253600,255000,251900,254950,254900,250000,248250,245250,250000,255000,264900,264900,264500,255000,249851,254900,254000,259000,259000,256250,240000,254900,255750,257250,264900,265000,265000
"Saline","AR","Little Rock, AR","05","125",547,164475,164900,164900,169900,174900,172500,167900,167650,167850,169900,169000,164900,159900,163000,164900,169000,164900,164900,164325,166950,169900,171950,174900,178350,179900,176000,175000,178200,178500,178200,175500,174900,174900,171000,172250,170700,174500,174900,175000,178000,175450,174900,169000,169900,165000,159900,162000,159900,158900,159900,161900,161900,163000,165000,169900,169900,169000,169997.5,174974,169900,172900,172500,174900,179999,181900,179900,178700,173600,170000,174900,169900,169999.5,166900,169900,174900,179900,185000,185000,185000,184900,184900,182500,181900,179000,181950,184900,185250,189900,189900,189900,189900,189900,185000,190000,189700,194900,197000,199900,203000,209900,199999.5,206500,204900,2e+05
"Henderson","NC","Asheville, NC","37","089",548,259000,249900,249900,249000,249900,248000,246200,239900,243900,243900,244900,239250,239000,234500,230000,229900,233000,232849.5,229000,229000,225000,225000,225000,224900,225000,224900,224900,229250,229000,224900,223950,224000,219900,219900,219900,219250,222900,225000,229000,229900,234900,235000,237000,234900,235000,239000,239900,239900,239000,239900,239900,244450,249900,250000,255000,259000,258500,259000,259000,255000,249900,250000,259000,265500,266500,269000,268000,269000,269000,269900,274900,273000,285000,285000,285000,279000,275000,275000,285000,289900,295000,289970,299000,299900,319000,323895,319000,325000,334000,329000,339000,329000,325000,323900,319999,325000,326040,329000,325000,324000,325000,320000,325000,325000
"Fayette","GA","Atlanta, GA","13","113",549,275000,274900,279400,274500,273950,269900,264900,259900,259000,250900,252200,241900,235000,227200,229900,229900,229900,229900,228000,225150,223250,218400,210000,209000,199900,199900,207900,219000,219900,224900,223945,221990,219000,222500,219000,222299,225000,219994.5,229945,238000,244900,242750,240150,248950,249150,256803,250000,249900,249900,259900,269900,274700,280763,274900,275990,279900,279170.5,274256,279635,278450,288230,299800,299900,299900,305900,309900,309000,315998,314950,322940,322940,323448,320000,296800,310500,312990,325000,327900,325700,324900,335500,336987,346653,344900,349926.5,349000,350000,349900,359900,358995,355990,360000,356000,357821,359900,359900,369900,374900,374995,385500,375000,375000,374995,365900
"Hardin","KY","Elizabethtown, KY","21","093",550,148450,149900,150000,158125,154900,155000,155000,164700,160000,164999.5,159950,154500,150000,154950,159900,154900,155000,158500,158900,155750,156950,155000,154500,154900,154900,154000,154900,159900,158500,159000,154900,149900,149900,150000,154999.5,150000,149947.5,149500,154900,158000,156900,153600,148950,149500,149000,149900,148500,149450,150000,150000,158950,159900,159900,159650,154900,154900,154900,154900,154850,154900,154900,158500,159800,159000,159700,159900,159700,162900,159900,159900,163000,159900,159925,160000,159900,159900,159900,164900,165000,159900,159900,159900,160250,159999,159900,159900,165000,169500,169500,169950,169750,169900,168500,169000,165000,167700,164500,169950,177900,177450,180000,186900,184999.5,184900
"DeKalb","IL","Chicago, IL","17","037",551,184900,185660,179900,178090,175000,175000,174900,169900,169900,169900,169450,164900,159900,157750,155000,150000,154900,155000,155000,155000,154900,149900,146400,143750,140000,140000,139900,139900,139900,143000,144900,148000,144900,144900,140000,139450,136026,139000,139900,144450,149000,149900,152850,155000,155900,159500,155000,154900,156427,154900,158000,156000,154900,152500,154500,152000,149900,149900,149500,144950,149000,149400,150000,154150,158000,159900,164172,159900,154900,154900,154000,150000,153500,159000,159000,158900,159900,159900,163300,159900,159900,159900,159900,154450,164900,169900,175000,179900,179900,179000,179900,179000,179900,180000,183900,182701,185950,189500,183700,179900,178900,175250,179700,179900
"Saint Marys","MD","Mechanicsville, MD","24","037",552,295900,299000,299000,295000,298950,295450,299000,294900,279900,279900,282500,279987,274900,269900,279900,279937.5,284950,279900,279900,284900,279700,279000,279200,274950,279000,275000,279999.5,289000,279900,279900,284950,279900,275000,269000,266250,259900,264000,269000,274900,284900,289900,295000,289000,279900,275000,279000,295000,325000,299900,299900,299000,299900,299900,299000,294952.5,288349.5,293400,284900,280000,280000,279500,279900,282250,284900,288900,295000,287900,290800,299900,288900,279990,279000,284945,275000,284900,284945,289900,294259,294709,289700,289250,279975,282950,275000,269900,278000,285000,297500,299850,299900,3e+05,299900,299900,299000,289900,279995,280000,285000,285167.5,299550,314900,312000,309000,309900
"Etowah","AL","Gadsden, AL","01","055",553,149900,149900,148950,139500,139900,139500,139900,137500,134900,134900,134900,129900,134900,139900,137000,129900,129900,134900,139000,138950,134900,129900,129900,129900,129900,129900,129900,129000,129900,129500,129000,129000,129900,129900,129900,129900,129900,129900,129900,132250,134900,134900,129900,129900,129900,135000,138500,132900,130950,134900,139900,140450,144900,149000,143950,129900,129900,128000,125000,124900,124900,119900,122900,122925,124975,126950,126900,130000,130000,130000,131950,129900,129900,129900,134995,134900,139000,139000,139750,139000,139750,139900,137900,134900,132000,134850,134950,139900,144900,145000,144500,145000,148450,149900,149700,139900,139900,149000,145000,147500,144900,149000,144900,144900
"Bonneville","ID","Idaho Falls, ID","16","019",554,168000,164900,164900,165000,165900,165000,165000,165000,168000,164900,165000,160000,159900,159900,155000,149250,148700,149900,149900,147700,148000,148287.5,149000,140000,140000,145000,145000,145000,147850,149900,150000,149900,143000,145000,144900,140000,140000,140000,144950,147000,149900,149900,149900,148250,149999.5,148000,149000,145900,149500,147850,151000,156450,157500,159000,158000,155000,155900,156950,150000,150000,149900,155000,158500,159850,159900,159000,159000,158400,157950,159900,158800,159900,165000,165000,169000,175000,179000,179900,180000,180000,177500,178900,173200,169900,170950,173700,179000,194950,201000,2e+05,208000,209000,209450,2e+05,210000,215000,225000,229900,229950,229900,230000,233000,235000,233750
"Berkeley","WV","Martinsburg, WV","54","003",555,173555,174900,168996,166294,169000,167324,169000,164994.5,165000,165000,159900,154900,150760,149990,154900,154650,158000,159388.5,157750,155000,149990,149900,149900,145500,145900,144900,144900,144000,149000,148000,149900,149900,145000,144990,144990,144900,147900,149900,149900,154900,158991,159000,159900,159900,162000,164900,159900,159900,159990,165000,174000,174900,174995,179600,179000,178900,175000,178900,178900,178900,178900,174990,171900,174990,175000,175000,174900,174900,174900,174900,175000,178500,176995,174990,178400,179990,184250,179990,179990,179900,179900,179900,179900,179999.5,179900,179990,184900,189900,189900,190500,190000,189900,189900,189900,189990,189900,189990,191628.5,196900,198945,2e+05,204900,205000,209900
"Craven","NC","New Bern, NC","37","049",556,194500,186000,189250,188000,187900,189500,187500,185000,184900,184250,184900,179900,172000,169900,172000,179900,184650,179900,179000,178000,179700,175750,174900,174900,173900,172900,174900,169999,170000,174000,165000,165000,165000,159900,163750,164900,168000,169900,169900,170000,174900,173200,174900,174900,174900,170000,165000,165000,163700,164700,168000,169900,170000,173950,172900,169000,168000,165000,165000,165000,168500,164900,164900,165000,169000,169000,169900,169500,170000,169999.5,174500,173000,173750,174000,174900,174900,175000,175000,170000,170000,170000,169900,169900,169900,167500,169900,175000,179000,184450,183700,180000,179000,180000,179900,179900,179000,175000,175900,179900,179500,180000,180000,183000,179900
"Kaufman","TX","Dallas, TX","48","257",557,153990,152000,150452,151435,152131,149999.5,152990,150396,156730.5,159039.5,159900,158000,156750,152945,154900,154900,155875,154900,152500,149999,149900,143900,149900,149000,148990,149900,153563,158500,152340,156495,159000,154995,149900,149000,150000,150000,144900,149000,149250,154900,158000,155990,158500,159900,158000,154990,161880,161990,165000,164100,169000,165000,169900,167500,169950,169900,169900,178750,189900,194900,196224,189900,199850,199900,199000,199990,199900,194995,193000,199900,202000,201127.5,199000,203790,199989,201635,209900,209900,216900,219000,222900,239000,229990,225000,242145,238990,243097.5,249995,250994.5,249900,249549.5,249999.5,249700,250000,248000,249990,250985,256990,256044.5,260000,261299,261299,264995,260902
"Whitfield","GA","Dalton, GA","13","313",558,122900,119900,119900,119900,124900,126900,123275,129000,129900,120000,119000,110000,109950,105900,104900,103999,109900,111600,109900,109900,114900,114900,114900,114900,105900,109900,114900,117000,114825,114900,119900,114900,115000,114900,117500,115000,114900,119700,124900,124650,124700,124900,125000,129000,128450,124900,129500,130400,130900,129900,129900,129900,129900,129900,129900,130000,134900,134900,136450,139900,134900,149900,144900,132900,134900,134900,135500,139900,139900,138950,140000,139900,139350,136500,139900,139900,144900,144900,144900,149700,149200,154900,149900,146888.5,149900,149900,145000,149900,150000,159900,164900,159900,159900,158000,154900,164950,165900,165000,159900,160000,160000,164900,160000,150900
"Miami","OH","Dayton, OH","39","109",559,137500,139900,137500,137500,134500,132450,129900,129900,129900,133950,129900,125000,127350,125000,125000,124900,124900,127400,127900,127250,128500,125900,125450,129900,122909,124900,124950,124900,124900,124900,124900,127000,126000,129900,129900,125000,122500,124900,123900,125000,128950,132700,129900,130000,134900,139900,139900,134450,129900,129900,139900,137250,134950,144700,144900,140000,134450,129900,129900,126900,124950,125950,132900,133900,135000,147400,148900,144900,139900,134900,139900,134950,134900,139000,145900,154850,158500,159900,159000,159000,149950,149900,149900,148900,150000,149900,159900,165000,169900,179900,179900,179500,179900,184900,179900,179900,169900,169900,169400,169900,171450,175000,175000,169900
"Cowlitz","WA","Longview, WA","53","015",560,199250,199000,189900,189900,189000,189900,189900,189900,189000,187900,188950,179900,175000,174700,174900,174900,179000,179000,179000,175000,170500,165000,154000,149000,149900,155500,157900,160000,159900,164900,162750,169000,165000,164450,159975,159900,162250,164900,165000,169900,169700,170500,174900,179800,179900,179000,175000,176000,175000,179000,179900,189900,184900,179900,185000,184000,179975,179900,179900,174900,179000,184900,189900,189900,194950,197000,199500,205000,199250,199000,199000,199000,199000,199900,214949.5,221000,220000,225000,224900,225000,224000,221900,212000,214900,214500,209000,217400,220000,229900,240000,255000,249900,249974.5,249900,244900,239900,220000,235000,234900,239949.5,249500,250000,249900,257638.5
"Walworth","WI","Town of Delavan, WI","55","127",561,250000,249900,249900,249900,249900,250000,254900,256400,248950,239900,239250,229000,219500,225000,224900,224900,225575,225000,219900,219000,219900,219000,219000,209900,2e+05,199900,199900,202500,213000,209900,207000,209000,214900,207000,199999.5,199900,199900,2e+05,210000,215000,219000,219500,215000,219500,219900,219900,219900,219000,209900,204900,219000,218900,220000,222950,217900,221900,219000,219900,224900,217250,215250,214900,212900,214900,219000,219000,215000,215000,219000,224000,222450,217000,219900,225000,229450,229000,219900,220000,239900,250145,249000,249900,250190,254540,249950,252990,249950,250000,250390,259900,249900,254450,258250,259900,261990,257500,259000,259900,262200,259900,263650,262200,269250,274900
"Woodbury","IA","Sioux City, IA","19","193",562,114950,114250,109950,109950,104950,99950,93950,97250,99950,99700,97500,95500,94950,90975,99500,114500,114975,119950,116000,112475,109950,107000,99950,97500,97500,98950,104000,99950,106975,104950,109000,104950,99999,99500,98000,98250,94925,97000,99950,109900,117000,119900,114950,114950,114950,112500,104950,99950,109950,109950,117950,124925,124999,121950,119950,115000,114950,117500,114925,114950,109950,111250,119250,120750,124700,129950,129500,129250,123950,129500,125000,129925,134500,132725,134500,134225,139925,139975,140000,139975,144950,143900,141500,139700,139000,139900,147750,155950,159000,155000,164250,165000,160000,169000,165000,169500,169500,169500,169500,165250,165000,157500,163495,163495
"Fond du Lac","WI","Fond du Lac, WI","55","039",563,139900,139900,145000,139900,139900,139900,139900,139900,139900,139900,144400,136950,134000,134950,136400,139000,139900,134900,139900,139900,138700,139900,138900,139900,139825,134900,131000,130500,129900,128950,129900,129900,129900,129850,124900,121400,124250,127750,124900,129900,132500,139900,139900,134900,129900,129900,129900,129900,129900,129900,129900,132450,134100,134900,129900,129000,129900,129700,126900,124800,122000,124900,125000,127900,128900,126000,124900,119900,119900,121900,122700,123450,119900,119450,123900,124900,126900,129900,129900,129900,129900,129250,123250,121900,119900,117950,129000,134900,138950,139900,141550,139900,139900,143300,139900,139900,139900,144900,139900,139900,144900,149900,149900,150000
"Tompkins","NY","Ithaca, NY","36","109",564,210000,210000,219900,219900,225000,225000,220000,218950,219450,219000,219900,219900,219000,219900,214900,202500,208500,214900,210000,207000,199900,199000,199725,199900,199250,199550,203500,213000,210000,209900,199900,206000,210500,212500,209900,214000,199000,199500,199999,211500,215000,219000,214900,218250,199900,199900,197250,195000,197250,213750,224750,229000,235000,235000,219900,229000,224150,226250,225000,224950,238000,247000,249000,239900,236000,229000,229000,229500,230000,234000,234900,247000,236500,245000,249900,247250,245000,239500,229900,234500,229900,235900,239450,233700,235000,249900,265000,267000,259900,250000,249900,249000,250000,259000,255000,249000,232900,235000,259900,255000,259000,255000,250000,245000
"Houston","AL","Dothan, AL","01","069",565,165000,165500,165000,167900,167500,165000,166000,166000,169700,169000,167000,165000,159900,161900,159900,159900,160000,159900,157950,155000,155000,154450,149900,149500,149900,149500,152000,149900,148200,149000,147350,146700,146900,149500,146500,144900,141750,146700,149000,149250,149900,149900,149600,146000,144900,142000,144000,139900,144900,149900,149900,150971,152700,149900,149900,149900,149500,144000,144900,145000,145000,145000,149900,154900,154900,152000,155000,159700,158587,158174,155950,154700,154350,154700,154700,156500,156500,157000,150000,149900,149900,149900,149900,147499.5,147499.5,149900,152900,155000,154700,156250,154900,155750,159000,159900,159900,159000,159900,159371,159900,162000,164050,161500,164000,169400
"Ashtabula","OH","Ashtabula, OH","39","007",566,114900,109900,109900,108500,109000,109900,109900,109000,109900,109900,104900,97250,97550,99000,98900,99000,98950,99900,106950,108900,109900,109450,109900,105500,104900,1e+05,1e+05,104500,104900,109900,109900,112500,109900,108000,103900,1e+05,99900,99000,99000,99900,99950,103900,99900,99900,98900,99000,99900,97317.5,99000,99000,105300,103000,104900,99950,99900,104900,99900,99900,94950,91750,90000,92500,97500,98500,99999.5,105000,104900,104900,104543.5,99900,98500,94900,95500,94902.5,95500,98850,99900,103900,99900,99950.5,106450,99900,94900,94900,94900,94950,97900,99900,104949.5,1e+05,106900,109250,109900,104900,98000,99900,99900,104995,104900,114700,110000,115000,116200,118850
"Franklin","MO","Saint Louis, MO","29","071",567,154900,150000,154900,155000,155000,155250,156500,158400,155000,154900,155450,148500,145000,144950,148700,148750,150000,153950,153900,157500,155000,149900,154875,154900,155000,146500,144500,144900,147900,147900,146900,144900,144250,140000,139900,134700,130400,139900,149000,149900,154900,155000,153950,149900,153000,149900,144900,144900,139900,140000,140000,148900,153597.5,154900,152500,155000,155000,159250,159675,154900,149999.5,151500,157900,149999,149900,157000,159950,159900,158900,158900,159500,159900,159900,160000,159900,160000,162900,162900,163745,165000,168594,165750,159994,156000,155500,159850,162950,168188,169000,174950,174950,175000,179900,191950,185000,186000,180000,187900,185000,185000,189900,189850,189000,189900
"Adams","PA","Carroll Valley, PA","42","001",568,224900,218450,218000,219900,216400,212900,212900,209300,209900,209000,199958,199900,199900,199900,199900,199900,199900,199900,199900,195000,189900,189900,189000,181450,184900,179990,189900,181450,179900,184900,179990,184900,179900,179900,179990,179900,179900,186000,189900,189900,199900,205616,215371.5,209900,219900,219541,213000,224000,219900,201768,201285,207499,209900,210818.5,219016,219000,225747,224900,219900,220000,219900,211900,209900,213300,219900,221900,220000,219900,224700,219900,220000,220000,219900,224900,234950,221900,225000,224000,209637,208519,215535.5,225209,218234,220521,219900,211463,215000,219995,222019,224324.5,219960,223736,224950,227400,224900,226949,225500,229900,235691,242000,235596,235643.5,232239,232109
"Cecil","MD","Philadelphia, PA","24","015",569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284990,285000,285000,299900,299000,299500,328273.5,299990,269727.5,267236,269000,269900,269900,260000,260492,272457,269945,269900,269900,275000,269990,274900,279900,275000,270047,266585,269900,279994.5,268784,269250,269876,271685,254900,273653.5,256990,265000,277470,263677,265029.5,275000,291486,284000,259900,259990,254759.5,269000,269900,269159.5,269900,266867,267216,264920,264900,258207,259000,263990,265990,268855,268995,293883.5,285000,284900,284900
"Pennington","SD","Rapid City, SD","46","103",570,192900,192000,184900,183949.5,185450,184900,189700,194900,179999,179000,179900,175000,175900,176900,175900,179450,180900,181700,182700,182700,185000,183200,180999.5,183000,189000,185000,186450,189000,187900,187950,184900,184900,184900,179500,174900,174900,175000,174900,173950,182000,183900,188450,188900,185500,189900,192500,189900,196250,195900,194900,199250,192900,199500,199949.5,199999,199900,2e+05,198250,186560,185900,189900,193250,196500,205000,210000,214900,219900,219900,225950,229900,224900,225000,224900,219900,219900,224900,224000,224950,230000,227000,224900,224900,229900,235000,237900,249900,249900,254900,249900,247900,249900,239250,235000,230000,235000,236900,235900,241700,249900,269000,265450,267900,268400,268154
"Bartow","GA","Atlanta, GA","13","015",571,145000,142900,137700,134949.5,137740,134999,137950,137900,129900,129900,132850,130000,129900,129900,125420,119487.5,120000,124600,119900,119900,119500,119000,118450,114750,109200,109900,109900,107650,107900,109900,108000,108000,114900,119900,119900,118425,118000,119500,119900,119700,122900,129000,129900,129950,129900,133500,139250,137900,135000,137900,139900,142425,149900,149900,149900,148705,147750,144900,145000,142000,139900,145000,149200,150500,155900,159900,163900,165000,167250,169600,168500,169900,171400,173900,171900,178876,175000,181900,184000,179600,180900,185300,189000,189000,180900,192575,192287.5,195900,199900,199900,199900,199900,199900,199900,195900,195900,196900,199900,200900,210900,208900,207700,209950,211900
"Newton","GA","Atlanta, GA","13","217",572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,136500,139900,139945,138900,138500,147250,149900,147900,135000,134900,135900,136000,138000,135000,139900,147000,143950,140000,149900,149900,149900,149900,147250,149900,149000,138900,139000,142850,146900,154900,159900,156200,159900,165000,167500,170000,174900,164900,170000,174999.5,189900,189900,190000,189000,193900,198172.5,201190,198900,195900,195990,198900,206315,204000,204900,204000,202445
"Lenawee","MI","Adrian Township, MI","26","091",573,119000,119000,114900,115000,118900,119000,117157.5,115000,115000,115000,114900,107000,1e+05,105000,105000,1e+05,106900,109900,109900,109900,109887.5,104900,99500,99500,99500,99900,99900,108450,105000,109950,114900,114000,110000,109900,104900,104900,109875,115000,119000,119900,124900,124900,124999.5,119949.5,119900,119000,118450,115000,109000,109900,114900,119900,125000,131900,132500,134900,129000,130950,124450,119900,119900,124500,129900,132000,132000,132000,130000,132875,130000,129900,129400,127700,119900,125000,125000,129900,134900,134900,135000,139900,139900,135000,129900,129900,129900,134900,137900,145450,149900,154045,153995,146900,144900,139900,138500,136900,135950,133900,134900,144900,144999,144900,145000,144900
"Hanover","VA","Richmond, VA","51","085",574,289975,289950,289000,289000,289950,289950,289000,289500,284900,280950,282490,279900,273500,264995,265000,259900,264950,264000,259950,258250,259950,259950,250000,249000,242493,243758,249950,249950,254925,255450,264900,264950,254950,259950,269000,268900,274225,274725,269990,278950,282495,285000,285000,279950,275000,274990,269970,275820,269999,264950,269500,275990,277543,279925,279950,279950,289000,278500,284990,284950,285000,285000,280000,285000,295000,299950,301500,306128,309905,314970,310475,309995,308620,279950,303500,315725,312500,313950,315000,319950,325000,319950,319950,325000,319950,320132,313160.5,324600,324600,324980,313590,327500,330000,334950,335139,344990,343950,344995,341950,350000,349972.5,347700,340450,349000
"Putnam","NY","New York, NY","36","079",575,379000,379000,377000,379900,380000,375000,375000,375000,369999,369949.5,365000,359999,350000,339500,350000,344950,349000,349900,349000,339999.5,339000,329900,334000,329500,329000,329000,329000,329900,330000,329900,329900,329000,328450,325000,324500,319000,319000,3e+05,317500,329000,339000,335900,335000,325000,329950,329222,330000,339000,325000,335000,335000,339450,349900,350000,353450,350000,350000,349000,349900,349999,350000,350000,359700,350000,359500,355000,350000,355000,353333,359900,350000,350000,344500,339000,349500,359900,369900,362300,367000,359000,359900,365000,367000,350000,350000,359900,359900,375000,385000,394900,399000,399000,399000,389900,395750,389450,379000,379000,379900,395000,399000,399999,4e+05,4e+05
"Cass","MO","Kansas City, MO","29","037",576,154950,155000,155000,155000,155000,155000,154975,155000,154900,154000,150000,150000,149900,150000,150000,149750,148000,148500,149900,149900,146881,149900,145000,144900,144700,144960,147500,149000,148900,139975,141200,139900,134950,129900,129000,127900,124900,124975,132000,139900,147000,146450,148000,149000,149250,149900,150000,150000,147000,149950,155250,160000,168900,170000,169900,169000,169974.5,170000,165000,163900,159900,163400,174900,174700,171200,173000,170000,169900,168975,165000,174925,168000,175000,180000,189900,199950,2e+05,210000,219625,217450,209950,210000,215000,219900,222737.5,224951.5,225000,235000,239900,239950,239000,232700,239000,239900,243000,249950,256999,249900,251572.5,258500,254595,248000,239000,230000
"Yamhill","OR","Portland, OR","41","071",577,244900,239900,239900,236700,239000,239900,239900,239125,234900,229900,229900,219900,219900,210528,218550,219900,224900,229000,229900,240000,239900,234900,219950,2e+05,210958,209900,204900,214900,219900,219950,229900,253050,247500,245500,234950,230000,230000,239000,239900,242400,255000,255000,255000,255000,255000,257500,254000,239900,249950,255000,249900,259900,259450,259450,259900,269250,265000,264900,259900,254900,259900,265000,264950,269900,269900,275500,269900,274000,269950,274400,264200,259900,269900,279900,290000,298450,309900,315000,322000,324900,329900,330950,329950,329950,329900,329900,330000,339900,351000,359900,369900,368950,359900,354900,354950,359900,359900,358450,364900,385000,399900,406000,399000,395700
"Steuben","NY","Town of Corning, NY","36","101",578,125000,129000,129900,129900,129900,129900,129900,129500,129000,124900,128500,124950,123500,114900,120000,124900,119900,120000,120000,119900,119900,119900,119900,128700,133900,129000,130000,129900,129900,129900,129900,125000,126900,124900,125950,129000,125950,125000,126500,126500,129250,128000,127100,124500,124000,119900,119500,119000,119000,119000,124500,129900,129900,128825,129900,127500,124900,124900,124000,119900,119900,124900,128500,129550,139900,139900,139900,134750,133700,129900,132995,129900,128500,129900,129800,129900,129900,133250,129900,129900,124700,120000,120000,124900,124900,119900,119950,117500,124900,125000,132500,129900,129900,129900,134900,130000,129900,129000,129900,129900,129000,125900,129900,129900
"Albemarle","VA","Charlottesville, VA","51","003",579,349000,349000,344900,339999,349900,348785.5,349900,349900,342900,349900,349000,339900,339000,329000,325000,329900,349000,339900,339900,339900,339900,335000,325000,319000,325000,324900,320585,339000,329000,335000,329000,324900,317900,334900,339000,324950,350000,349900,358900,359900,380000,379945,384400,384990,389900,395000,415800,398985,399900,394990,399250,404700,415000,404900,414945,414500,404867.5,409925,425000,433900,432475,448050,429900,429925,425000,439000,444040,448380,457900,459000,455000,450000,459000,434900,445000,459900,474900,465000,454990,474900,479900,492400,499000,483700,479900,475000,474350,479900,484900,479000,484900,485000,499000,499000,489900,509000,489900,494900,477900,484900,479900,475000,469950,476000
